actor_a,actor_b,weight
Alia Bhatt,N.T. Rama Rao Jr.,1
Alia Bhatt,Ram Charan,1
N.T. Rama Rao Jr.,Ram Charan,1
Jennifer Jason Leigh,Kurt Russell,1
Jennifer Jason Leigh,Samuel L. Jackson,1
Jennifer Jason Leigh,Walton Goggins,1
Kurt Russell,Samuel L. Jackson,1
Kurt Russell,Walton Goggins,1
Samuel L. Jackson,Walton Goggins,1
Amira Casar,Armie Hammer,1
Amira Casar,Michael Stuhlbarg,1
Amira Casar,Timothee Chalamet,1
Armie Hammer,Michael Stuhlbarg,1
Armie Hammer,Timothee Chalamet,1
Michael Stuhlbarg,Timothee Chalamet,1
Arnold Schwarzenegger,Carl Weathers,1
Arnold Schwarzenegger,Elpidia Carrillo,1
Arnold Schwarzenegger,Kevin Peter Hall,1
Carl Weathers,Elpidia Carrillo,1
Carl Weathers,Kevin Peter Hall,1
Elpidia Carrillo,Kevin Peter Hall,1
Andrew Garfield,Jesse Eisenberg,1
Andrew Garfield,Justin Timberlake,1
Andrew Garfield,Rooney Mara,1
Jesse Eisenberg,Justin Timberlake,1
Jesse Eisenberg,Rooney Mara,1
Justin Timberlake,Rooney Mara,1
Brenda Blethyn,James Mcavoy,1
Brenda Blethyn,Saoirse Ronan,1
James Mcavoy,Keira Knightley,1
James Mcavoy,Saoirse Ronan,1
Keira Knightley,Saoirse Ronan,1
Daisy Ridley,Domhnall Gleeson,1
Domhnall Gleeson,John Boyega,1
Anders Danielsen Lie,Herbert Nordrum,1
Anders Danielsen Lie,Renate Reinsve,1
Hans Olav Brenner,Herbert Nordrum,1
Hans Olav Brenner,Renate Reinsve,1
Herbert Nordrum,Renate Reinsve,1
Bill Nighy,Martin Freeman,1
Bill Nighy,Simon Pegg,1
Janelle Monae,Kevin Costner,1
Janelle Monae,Octavia Spencer,1
Janelle Monae,Taraji P. Henson,1
Kevin Costner,Taraji P. Henson,1
Octavia Spencer,Taraji P. Henson,1
Casey Affleck,Kyle Chandler,1
Casey Affleck,Lucas Hedges,1
Casey Affleck,Michelle Williams,1
Kyle Chandler,Lucas Hedges,1
Kyle Chandler,Michelle Williams,1
Lucas Hedges,Michelle Williams,1
Christopher Plummer,Daniel Craig,1
Christopher Plummer,Rooney Mara,1
Christopher Plummer,Stellan Skarsgard,1
Daniel Craig,Rooney Mara,1
Daniel Craig,Stellan Skarsgard,1
Rooney Mara,Stellan Skarsgard,1
Bob Balaban,Bryan Cranston,1
Bob Balaban,Edward Norton,1
Bob Balaban,Koyu Rankin,1
Bryan Cranston,Edward Norton,1
Bryan Cranston,Koyu Rankin,1
Edward Norton,Koyu Rankin,1
Bill Paxton,Jake Gyllenhaal,1
Bill Paxton,Rene Russo,1
Bill Paxton,Riz Ahmed,1
Rene Russo,Riz Ahmed,1
Chiwetel Ejiofor,Denzel Washington,1
Chiwetel Ejiofor,Josh Brolin,1
Chiwetel Ejiofor,Russell Crowe,1
Denzel Washington,Josh Brolin,1
Josh Brolin,Russell Crowe,1
Abigail Breslin,Greg Kinnear,1
Abigail Breslin,Steve Carell,1
Abigail Breslin,Toni Collette,1
Greg Kinnear,Steve Carell,1
Greg Kinnear,Toni Collette,1
Billy Connolly,Ken Watanabe,1
Billy Connolly,Tom Cruise,1
Billy Connolly,William Atherton,1
Ken Watanabe,Tom Cruise,1
Ken Watanabe,William Atherton,1
Tom Cruise,William Atherton,1
Chris Cooper,Clive Owen,1
Chris Cooper,Franka Potente,1
Chris Cooper,Matt Damon,1
Clive Owen,Franka Potente,1
Clive Owen,Matt Damon,1
Charles Martin Smith,Kevin Costner,1
Charles Martin Smith,Robert De Niro,1
Charles Martin Smith,Sean Connery,1
Kevin Costner,Robert De Niro,1
Kevin Costner,Sean Connery,1
Robert De Niro,Sean Connery,1
Frances Sternhagen,James Caan,1
Frances Sternhagen,Kathy Bates,1
Frances Sternhagen,Richard Farnsworth,1
James Caan,Kathy Bates,1
James Caan,Richard Farnsworth,1
Kathy Bates,Richard Farnsworth,1
Bill Murray,Jared Gilman,1
Bill Murray,Kara Hayward,1
Bruce Willis,Jared Gilman,1
Bruce Willis,Kara Hayward,1
Jared Gilman,Kara Hayward,1
Ian Mckellen,Ken Stott,1
Ken Stott,Martin Freeman,1
Ken Stott,Richard Armitage,1
Chris Evans,Sebastian Stan,1
Robert Downey Jr.,Sebastian Stan,1
Scarlett Johansson,Sebastian Stan,1
Cuba Gooding Jr.,Hudhail Al-Amir,1
Cuba Gooding Jr.,Laurence Fishburne,1
Cuba Gooding Jr.,Lloyd Avery Ii,1
Hudhail Al-Amir,Laurence Fishburne,1
Hudhail Al-Amir,Lloyd Avery Ii,1
Laurence Fishburne,Lloyd Avery Ii,1
Choi Min-Sik,Ho-Jin Chun,1
Choi Min-Sik,Jeon Gook-Hwan,1
Choi Min-Sik,Lee Byung-Hun,1
Ho-Jin Chun,Jeon Gook-Hwan,1
Ho-Jin Chun,Lee Byung-Hun,1
Jeon Gook-Hwan,Lee Byung-Hun,1
Harrison Ford,Julianne Moore,1
Harrison Ford,Sela Ward,1
Harrison Ford,Tommy Lee Jones,1
Julianne Moore,Sela Ward,1
Julianne Moore,Tommy Lee Jones,1
Sela Ward,Tommy Lee Jones,1
Daniel Craig,Javier Bardem,1
Daniel Craig,Naomie Harris,1
Javier Bardem,Judi Dench,1
Javier Bardem,Naomie Harris,1
Judi Dench,Naomie Harris,1
Art Lafleur,Mike Vitar,1
Art Lafleur,Patrick Renna,1
Art Lafleur,Tom Guiry,1
Mike Vitar,Patrick Renna,1
Mike Vitar,Tom Guiry,1
Patrick Renna,Tom Guiry,1
Helen Hunt,Lari White,1
Helen Hunt,Paul Sanchez,1
Helen Hunt,Tom Hanks,1
Lari White,Paul Sanchez,1
Lari White,Tom Hanks,1
Paul Sanchez,Tom Hanks,1
Brad Pitt,Tilda Swinton,1
Cate Blanchett,Julia Ormond,1
Cate Blanchett,Tilda Swinton,1
Julia Ormond,Tilda Swinton,1
Lea Thompson,Tom Wilson,1
Dominique Mcelligott,Kevin Spacey,1
Dominique Mcelligott,Rosie Shaw,1
Dominique Mcelligott,Sam Rockwell,1
Kevin Spacey,Rosie Shaw,1
Kevin Spacey,Sam Rockwell,1
Rosie Shaw,Sam Rockwell,1
Brad Dourif,Frances Mcdormand,1
Brad Dourif,Gene Hackman,1
Brad Dourif,Willem Dafoe,1
Frances Mcdormand,Gene Hackman,1
Frances Mcdormand,Willem Dafoe,1
Gene Hackman,Willem Dafoe,1
Eden Dambrine,Emilie Dequenne,1
Eden Dambrine,Gustav De Waele,1
Eden Dambrine,Lea Drucker,1
Emilie Dequenne,Gustav De Waele,1
Emilie Dequenne,Lea Drucker,1
Gustav De Waele,Lea Drucker,1
Annalise Basso,George Mackay,1
Annalise Basso,Samantha Isler,1
Annalise Basso,Viggo Mortensen,1
George Mackay,Samantha Isler,1
George Mackay,Viggo Mortensen,1
Samantha Isler,Viggo Mortensen,1
Jamie Chung,Ryan Potter,1
Jamie Chung,Scott Adsit,1
Jamie Chung,T.J. Miller,1
Ryan Potter,Scott Adsit,1
Ryan Potter,T.J. Miller,1
Scott Adsit,T.J. Miller,1
Barkhad Abdi,Barkhad Abdirahman,1
Barkhad Abdi,Catherine Keener,1
Barkhad Abdi,Tom Hanks,1
Barkhad Abdirahman,Catherine Keener,1
Barkhad Abdirahman,Tom Hanks,1
Catherine Keener,Tom Hanks,1
Catinca Untaru,Justine Waddell,1
Catinca Untaru,Kim Uylenbroek,1
Catinca Untaru,Lee Pace,1
Justine Waddell,Kim Uylenbroek,1
Justine Waddell,Lee Pace,1
Kim Uylenbroek,Lee Pace,1
Aya Endo,Chinatsu Akasaki,1
Aya Endo,Kana Hanazawa,1
Aya Endo,Show Hayami,1
Chinatsu Akasaki,Kana Hanazawa,1
Chinatsu Akasaki,Show Hayami,1
Kana Hanazawa,Show Hayami,1
Chris Evans,Robert Redford,1
Robert Redford,Samuel L. Jackson,1
Robert Redford,Scarlett Johansson,1
Samuel L. Jackson,Scarlett Johansson,1
Henrik Dahl,Kare Hedebrant,1
Henrik Dahl,Lina Leandersson,1
Henrik Dahl,Per Ragnar,1
Kare Hedebrant,Lina Leandersson,1
Kare Hedebrant,Per Ragnar,1
Lina Leandersson,Per Ragnar,1
Donald Sutherland,Geoffrey Rush,1
Donald Sutherland,Jim Sturgess,1
Donald Sutherland,Sylvia Hoeks,1
Geoffrey Rush,Jim Sturgess,1
Geoffrey Rush,Sylvia Hoeks,1
Jim Sturgess,Sylvia Hoeks,1
Ginnifer Goodwin,Joaquin Phoenix,1
Ginnifer Goodwin,Reese Witherspoon,1
Ginnifer Goodwin,Robert Patrick,1
Joaquin Phoenix,Reese Witherspoon,1
Reese Witherspoon,Robert Patrick,1
Alan Tudyk,Chiwetel Ejiofor,1
Alan Tudyk,Gina Torres,1
Alan Tudyk,Nathan Fillion,1
Chiwetel Ejiofor,Gina Torres,1
Chiwetel Ejiofor,Nathan Fillion,1
Gina Torres,Nathan Fillion,1
David Lee Smith,Ellen Crawford,1
David Lee Smith,John Billingsley,1
David Lee Smith,Tony Todd,1
Ellen Crawford,John Billingsley,1
Ellen Crawford,Tony Todd,1
John Billingsley,Tony Todd,1
Chris Cooper,Chris Owen,1
Chris Cooper,Laura Dern,1
Chris Owen,Jake Gyllenhaal,1
Chris Owen,Laura Dern,1
Jake Gyllenhaal,Laura Dern,1
Amy Adams,Mark Wahlberg,1
Amy Adams,Melissa Leo,1
Christian Bale,Mark Wahlberg,1
Christian Bale,Melissa Leo,1
Mark Wahlberg,Melissa Leo,1
Julie Kavner,Robert De Niro,1
Julie Kavner,Robin Williams,1
Julie Kavner,Ruth Nelson,1
Robert De Niro,Robin Williams,1
Robert De Niro,Ruth Nelson,1
Robin Williams,Ruth Nelson,1
Al Pacino,Christopher Plummer,1
Al Pacino,Diane Venora,1
Al Pacino,Russell Crowe,1
Christopher Plummer,Diane Venora,1
Diane Venora,Russell Crowe,1
Diahnne Abbott,Jerry Lewis,1
Diahnne Abbott,Robert De Niro,1
Diahnne Abbott,Sandra Bernhard,1
Jerry Lewis,Robert De Niro,1
Jerry Lewis,Sandra Bernhard,1
Robert De Niro,Sandra Bernhard,1
Corey Hawkins,Jason Mitchell,1
Corey Hawkins,Neil Brown Jr.,1
Corey Hawkins,O'Shea Jackson Jr.,1
Jason Mitchell,Neil Brown Jr.,1
Jason Mitchell,O'Shea Jackson Jr.,1
Neil Brown Jr.,O'Shea Jackson Jr.,1
Amy Ryan,Angelina Jolie,1
Amy Ryan,Colm Feore,1
Amy Ryan,Gattlin Griffith,1
Angelina Jolie,Colm Feore,1
Angelina Jolie,Gattlin Griffith,1
Colm Feore,Gattlin Griffith,1
Ewa Froling,Lena Endre,1
Ewa Froling,Michael Nyqvist,1
Ewa Froling,Noomi Rapace,1
Ben Whishaw,Hugh Bonneville,1
Ben Whishaw,Hugh Grant,1
Ben Whishaw,Sally Hawkins,1
Hugh Bonneville,Hugh Grant,1
Hugh Grant,Sally Hawkins,1
Kappei Yamaguchi,Kirsten Dunst,1
Kappei Yamaguchi,Minami Takayama,1
Kappei Yamaguchi,Rei Sakuma,1
Kirsten Dunst,Minami Takayama,1
Kirsten Dunst,Rei Sakuma,1
Minami Takayama,Rei Sakuma,1
Julian Dennison,Rachel House,1
Julian Dennison,Rima Te Wiata,1
Julian Dennison,Sam Neill,1
Rachel House,Rima Te Wiata,1
Rachel House,Sam Neill,1
Rima Te Wiata,Sam Neill,1
Anthony Hopkins,Christopher Reeve,1
Anthony Hopkins,John Haycraft,1
Christopher Reeve,Emma Thompson,1
Christopher Reeve,John Haycraft,1
Emma Thompson,John Haycraft,1
Colin Farrell,Joel Edgerton,1
Colin Farrell,Tom Bateman,1
Colin Farrell,Viggo Mortensen,1
Joel Edgerton,Tom Bateman,1
Joel Edgerton,Viggo Mortensen,1
Tom Bateman,Viggo Mortensen,1
Johnny Depp,Martin Landau,1
Johnny Depp,Patricia Arquette,1
Johnny Depp,Sarah Jessica Parker,1
Martin Landau,Patricia Arquette,1
Martin Landau,Sarah Jessica Parker,1
Patricia Arquette,Sarah Jessica Parker,1
Cary Elwes,Denzel Washington,1
Cary Elwes,Matthew Broderick,1
Denzel Washington,Matthew Broderick,1
Denzel Washington,Morgan Freeman,1
Matthew Broderick,Morgan Freeman,1
Artyom Bogucharskiy,Lyubov Agapova,1
Artyom Bogucharskiy,Oksana Akinshina,1
Artyom Bogucharskiy,Pavel Ponomaryov,1
Lyubov Agapova,Oksana Akinshina,1
Lyubov Agapova,Pavel Ponomaryov,1
Oksana Akinshina,Pavel Ponomaryov,1
Gerard Hendrick,Glen Hansard,1
Gerard Hendrick,Hugh Walsh,1
Gerard Hendrick,Marketa Irglova,1
Glen Hansard,Hugh Walsh,1
Glen Hansard,Marketa Irglova,1
Hugh Walsh,Marketa Irglova,1
Cate Blanchett,Craig Ferguson,1
Cate Blanchett,Gerard Butler,1
Dennis Quaid,Ed Harris,1
Dennis Quaid,Sam Shepard,1
Dennis Quaid,Scott Glenn,1
Ed Harris,Sam Shepard,1
Sam Shepard,Scott Glenn,1
Alia Bhatt,Indira Tiwari,1
Alia Bhatt,Shantanu Maheshwari,1
Indira Tiwari,Shantanu Maheshwari,1
Indira Tiwari,Vijay Raaz,1
Shantanu Maheshwari,Vijay Raaz,1
Issey Takahashi,Shigeru Muroi,1
Issey Takahashi,Takashi Tachibana,1
Issey Takahashi,Yoko Honna,1
Shigeru Muroi,Takashi Tachibana,1
Shigeru Muroi,Yoko Honna,1
Takashi Tachibana,Yoko Honna,1
Kazunari Ninomiya,Ken Watanabe,1
Kazunari Ninomiya,Ryo Kase,1
Kazunari Ninomiya,Tsuyoshi Ihara,1
Ken Watanabe,Ryo Kase,1
Ken Watanabe,Tsuyoshi Ihara,1
Ryo Kase,Tsuyoshi Ihara,1
Barbara Hershey,Dianne Wiest,1
Barbara Hershey,Mia Farrow,1
Barbara Hershey,Michael Caine,1
Dianne Wiest,Michael Caine,1
Mia Farrow,Michael Caine,1
Antonia San Juan,Candela Pena,1
Antonia San Juan,Cecilia Roth,1
Antonia San Juan,Marisa Paredes,1
Candela Pena,Cecilia Roth,1
Candela Pena,Marisa Paredes,1
Cecilia Roth,Marisa Paredes,1
Haing S. Ngor,John Malkovich,1
Haing S. Ngor,Julian Sands,1
Haing S. Ngor,Sam Waterston,1
John Malkovich,Julian Sands,1
John Malkovich,Sam Waterston,1
Julian Sands,Sam Waterston,1
Emily Watson,Jean-Marc Barr,1
Emily Watson,Katrin Cartlidge,1
Emily Watson,Stellan Skarsgard,1
Jean-Marc Barr,Katrin Cartlidge,1
Jean-Marc Barr,Stellan Skarsgard,1
Katrin Cartlidge,Stellan Skarsgard,1
Alison Whelan,Brenda Fricker,1
Alison Whelan,Daniel Day-Lewis,1
Alison Whelan,Kirsten Sheridan,1
Brenda Fricker,Daniel Day-Lewis,1
Brenda Fricker,Kirsten Sheridan,1
Daniel Day-Lewis,Kirsten Sheridan,1
Ha Jung-Woo,Kim Yoo-Jung,1
Ha Jung-Woo,Yeong-Hie Seo,1
Kim Yoo-Jung,Kim Yoon-Seok,1
Kim Yoo-Jung,Yeong-Hie Seo,1
Kim Yoon-Seok,Yeong-Hie Seo,1
Douglas Booth,Helen Mccrory,1
Douglas Booth,Jerome Flynn,1
Douglas Booth,Robert Gulaczyk,1
Helen Mccrory,Jerome Flynn,1
Helen Mccrory,Robert Gulaczyk,1
Jerome Flynn,Robert Gulaczyk,1
Briana Shann,Dave Johns,1
Briana Shann,Hayley Squires,1
Briana Shann,Sharon Percy,1
Dave Johns,Hayley Squires,1
Dave Johns,Sharon Percy,1
Hayley Squires,Sharon Percy,1
Dana Delany,Hart Bochner,1
Dana Delany,Kevin Conroy,1
Dana Delany,Stacy Keach,1
Hart Bochner,Kevin Conroy,1
Hart Bochner,Stacy Keach,1
Kevin Conroy,Stacy Keach,1
Bill Nighy,Dominic West,1
Bill Nighy,Imelda Staunton,1
Bill Nighy,Paddy Considine,1
Dominic West,Paddy Considine,1
Imelda Staunton,Paddy Considine,1
Emi Shinohara,Koichi Yamadera,1
Emi Shinohara,Osamu Saka,1
Emi Shinohara,Takeshi Aono,1
Koichi Yamadera,Osamu Saka,1
Koichi Yamadera,Takeshi Aono,1
Osamu Saka,Takeshi Aono,1
Amitabh Bachchan,Amrita Singh,1
Amitabh Bachchan,Antonio Aakeel,1
Amrita Singh,Antonio Aakeel,1
Amrita Singh,Taapsee Pannu,1
Antonio Aakeel,Taapsee Pannu,1
Christian Friedel,Ernst Jacobi,1
Christian Friedel,Leonie Benesch,1
Christian Friedel,Ulrich Tukur,1
Ernst Jacobi,Leonie Benesch,1
Ernst Jacobi,Ulrich Tukur,1
Leonie Benesch,Ulrich Tukur,1
Anthony Hopkins,Diane Ladd,1
Anthony Hopkins,Iain Rea,1
Anthony Hopkins,Tessa Mitchell,1
Diane Ladd,Iain Rea,1
Diane Ladd,Tessa Mitchell,1
Iain Rea,Tessa Mitchell,1
Joel Basman,Louis Hofmann,1
Joel Basman,Mikkel Boe Følsgaard,1
Joel Basman,Roland Møller,1
Louis Hofmann,Mikkel Boe Følsgaard,1
Louis Hofmann,Roland Møller,1
Mikkel Boe Følsgaard,Roland Møller,1
Adel Bencherif,Niels Arestrup,1
Adel Bencherif,Reda Kateb,1
Adel Bencherif,Tahar Rahim,1
Niels Arestrup,Reda Kateb,1
Niels Arestrup,Tahar Rahim,1
Reda Kateb,Tahar Rahim,1
Irrfan Khan,Lillete Dubey,1
Irrfan Khan,Nawazuddin Siddiqui,1
Irrfan Khan,Nimrat Kaur,1
Lillete Dubey,Nawazuddin Siddiqui,1
Lillete Dubey,Nimrat Kaur,1
Nawazuddin Siddiqui,Nimrat Kaur,1
Beau Billingslea,Koichi Yamadera,1
Beau Billingslea,Melissa Fahn,1
Beau Billingslea,Nicholas Guest,1
Koichi Yamadera,Melissa Fahn,1
Koichi Yamadera,Nicholas Guest,1
Melissa Fahn,Nicholas Guest,1
Birgitte Federspiel,Bodil Kjer,1
Birgitte Federspiel,Jarl Kulle,1
Birgitte Federspiel,Stephane Audran,1
Bodil Kjer,Jarl Kulle,1
Bodil Kjer,Stephane Audran,1
Jarl Kulle,Stephane Audran,1
Ahmet Mumtaz Taylan,Muhammet Uzuner,1
Ahmet Mumtaz Taylan,Taner Birsel,1
Ahmet Mumtaz Taylan,Yilmaz Erdogan,1
Muhammet Uzuner,Taner Birsel,1
Muhammet Uzuner,Yilmaz Erdogan,1
Taner Birsel,Yilmaz Erdogan,1
Francois Berleand,Gerard Jugnot,1
Francois Berleand,Jean-Baptiste Maunier,1
Francois Berleand,Kad Merad,1
Gerard Jugnot,Jean-Baptiste Maunier,1
Gerard Jugnot,Kad Merad,1
Jean-Baptiste Maunier,Kad Merad,1
Antonio Bolivar,Brionne Davis,1
Antonio Bolivar,Jan Bijvoet,1
Antonio Bolivar,Nilbio Torres,1
Brionne Davis,Jan Bijvoet,1
Brionne Davis,Nilbio Torres,1
Jan Bijvoet,Nilbio Torres,1
Maria Grazia Cucinotta,Massimo Troisi,1
Maria Grazia Cucinotta,Philippe Noiret,1
Maria Grazia Cucinotta,Renato Scarpa,1
Massimo Troisi,Philippe Noiret,1
Massimo Troisi,Renato Scarpa,1
Philippe Noiret,Renato Scarpa,1
Farhad Aslani,Navid Mohammadzadeh,1
Farhad Aslani,Parinaz Izadyar,1
Farhad Aslani,Payman Maadi,1
Bill Bernstein,Claire Bloom,1
Bill Bernstein,Martin Landau,1
Bill Bernstein,Woody Allen,1
Claire Bloom,Martin Landau,1
Claire Bloom,Woody Allen,1
Martin Landau,Woody Allen,1
Chow Yun-Fat,Danny Lee,1
Chow Yun-Fat,Kong Chu,1
Chow Yun-Fat,Sally Yeh,1
Danny Lee,Kong Chu,1
Danny Lee,Sally Yeh,1
Kong Chu,Sally Yeh,1
Carrie Keranen,Marc Diraison,1
Hiroaki Iwanaga,Marc Diraison,1
Marc Diraison,Takahiro Sakurai,1
Lily Franky,Machiko Ono,1
Lily Franky,Masaharu Fukuyama,1
Machiko Ono,Masaharu Fukuyama,1
Machiko Ono,Yoko Maki,1
Masaharu Fukuyama,Yoko Maki,1
Fumiko Orikasa,Mami Koyama,1
Fumiko Orikasa,Miyoko Shoji,1
Fumiko Orikasa,Shozo Izuka,1
Mami Koyama,Miyoko Shoji,1
Mami Koyama,Shozo Izuka,1
Miyoko Shoji,Shozo Izuka,1
Chien-Lien Wu,Kuei-Mei Yang,1
Chien-Lien Wu,Sihung Lung,1
Chien-Lien Wu,Yu-Wen Wang,1
Kuei-Mei Yang,Sihung Lung,1
Kuei-Mei Yang,Yu-Wen Wang,1
Sihung Lung,Yu-Wen Wang,1
Evelyn Edwards,Kriti Sanon,1
Evelyn Edwards,Pankaj Tripathi,1
Evelyn Edwards,Sai Tamhankar,1
Kriti Sanon,Sai Tamhankar,1
Pankaj Tripathi,Sai Tamhankar,1
Aya Okamoto,Shozo Izuka,1
Aya Okamoto,Toru Emori,1
Aya Okamoto,Yoshiaki Umegaki,1
Shozo Izuka,Toru Emori,1
Shozo Izuka,Yoshiaki Umegaki,1
Toru Emori,Yoshiaki Umegaki,1
Kirron Kher,Preity G Zinta,1
Preity G Zinta,Rani Mukerji,1
Aju Varghese,Baiju,1
Aju Varghese,Guru Somasundaram,1
Aju Varghese,Tovino Thomas,1
Baiju,Guru Somasundaram,1
Baiju,Tovino Thomas,1
Guru Somasundaram,Tovino Thomas,1
Mariya Zhukova,Sergey Bodrov,1
Mariya Zhukova,Svetlana Pismichenko,1
Mariya Zhukova,Viktor Sukhorukov,1
Sergey Bodrov,Svetlana Pismichenko,1
Svetlana Pismichenko,Viktor Sukhorukov,1
Gaspard Schlatter,Michel Vuillermoz,1
Gaspard Schlatter,Paulin Jaccoud,1
Gaspard Schlatter,Sixtine Murat,1
Michel Vuillermoz,Paulin Jaccoud,1
Michel Vuillermoz,Sixtine Murat,1
Paulin Jaccoud,Sixtine Murat,1
Engin Akyurek,Muge Ulusoy,1
Engin Akyurek,Ufuk Bayraktar,1
Engin Akyurek,Vildan Atasever,1
Muge Ulusoy,Ufuk Bayraktar,1
Muge Ulusoy,Vildan Atasever,1
Ufuk Bayraktar,Vildan Atasever,1
Ingeborga Dapkunaite,Nadezhda Mikhalkova,1
Ingeborga Dapkunaite,Nikita Mikhalkov,1
Ingeborga Dapkunaite,Oleg Menshikov,1
Nadezhda Mikhalkova,Nikita Mikhalkov,1
Nadezhda Mikhalkova,Oleg Menshikov,1
Nikita Mikhalkov,Oleg Menshikov,1
Jan Josef Liefers,Moritz Bleibtreu,1
Jan Josef Liefers,Thierry Van Werveke,1
Jan Josef Liefers,Til Schweiger,1
Moritz Bleibtreu,Thierry Van Werveke,1
Moritz Bleibtreu,Til Schweiger,1
Thierry Van Werveke,Til Schweiger,1
Bjorn Granath,Erik Paaske,1
Bjorn Granath,Max Von Sydow,1
Bjorn Granath,Pelle Hvenegaard,1
Erik Paaske,Max Von Sydow,1
Erik Paaske,Pelle Hvenegaard,1
Max Von Sydow,Pelle Hvenegaard,1
Albrecht Schuch,Gabriela Maria Schmeide,1
Albrecht Schuch,Helena Zengel,1
Albrecht Schuch,Lisa Hagmeister,1
Gabriela Maria Schmeide,Helena Zengel,1
Gabriela Maria Schmeide,Lisa Hagmeister,1
Helena Zengel,Lisa Hagmeister,1
Adil Hussain,Mehdi Nebbou,1
Adil Hussain,Priya Anand,1
Adil Hussain,Sridevi,1
Mehdi Nebbou,Priya Anand,1
Mehdi Nebbou,Sridevi,1
Priya Anand,Sridevi,1
Anne-Marie Loop,Lambert Wilson,1
Anne-Marie Loop,Patrice Melennec,1
Anne-Marie Loop,Pauline Brunner,1
Lambert Wilson,Patrice Melennec,1
Lambert Wilson,Pauline Brunner,1
Patrice Melennec,Pauline Brunner,1
Akio Otsuka,Tomoya Nagase,1
Akio Otsuka,Yuri Chinen,1
Koichi Yamadera,Tomoya Nagase,1
Koichi Yamadera,Yuri Chinen,1
Tomoya Nagase,Yuri Chinen,1
Bryan Brown,Edward Woodward,1
Bryan Brown,Jack Thompson,1
Bryan Brown,John Waters,1
Edward Woodward,Jack Thompson,1
Edward Woodward,John Waters,1
Jack Thompson,John Waters,1
Ayane Sakura,Izumi Sawada,1
Ayane Sakura,Koki Uchiyama,1
Ayane Sakura,Shinpachi Tsuji,1
Izumi Sawada,Koki Uchiyama,1
Izumi Sawada,Shinpachi Tsuji,1
Koki Uchiyama,Shinpachi Tsuji,1
Ahn Nae-Sang,Kim Hee-Ra,1
Ahn Nae-Sang,Lee Da-Wit,1
Ahn Nae-Sang,Yun Jeong-Hie,1
Kim Hee-Ra,Lee Da-Wit,1
Kim Hee-Ra,Yun Jeong-Hie,1
Lee Da-Wit,Yun Jeong-Hie,1
Ahn Nae-Sang,Moon So-Ri,1
Ahn Nae-Sang,Seung-Wan Ryu,1
Ahn Nae-Sang,Sol Kyung-Gu,1
Moon So-Ri,Seung-Wan Ryu,1
Seung-Wan Ryu,Sol Kyung-Gu,1
Alina Berzunteanu,Dorian Boguta,1
Alina Berzunteanu,Doru Ana,1
Alina Berzunteanu,Monica Barladeanu,1
Dorian Boguta,Doru Ana,1
Dorian Boguta,Monica Barladeanu,1
Doru Ana,Monica Barladeanu,1
Romanthony,Thomas Bangalter,1
Annu Kapoor,Dolly Ahluwalia,1
Annu Kapoor,Yami Gautam,1
Ayushmann Khurrana,Dolly Ahluwalia,1
Dolly Ahluwalia,Yami Gautam,1
Junko Takeuchi,Kokoro Kikuchi,1
Junko Takeuchi,Ryuichi Kijima,1
Junko Takeuchi,Yuko Sanpei,1
Kokoro Kikuchi,Ryuichi Kijima,1
Kokoro Kikuchi,Yuko Sanpei,1
Ryuichi Kijima,Yuko Sanpei,1
Ava Pickard,Karen Strassman,1
Ava Pickard,Kenna Pickard,1
Ava Pickard,Non,1
Karen Strassman,Kenna Pickard,1
Karen Strassman,Non,1
Kenna Pickard,Non,1
Aamir Khan,Meher Vij,1
Aamir Khan,Raj Arjun,1
Aamir Khan,Zaira Wasim,1
Meher Vij,Raj Arjun,1
Meher Vij,Zaira Wasim,1
Raj Arjun,Zaira Wasim,1
Dmitriy Dyuzhev,Pyotr Mamonov,1
Dmitriy Dyuzhev,Viktor Sukhorukov,1
Dmitriy Dyuzhev,Yuriy Kuznetsov,1
Pyotr Mamonov,Viktor Sukhorukov,1
Pyotr Mamonov,Yuriy Kuznetsov,1
Viktor Sukhorukov,Yuriy Kuznetsov,1
Amrish Puri,Paresh Rawal,1
Amrish Puri,Rani Mukerji,1
Anil Kapoor,Paresh Rawal,1
Anil Kapoor,Rani Mukerji,1
Paresh Rawal,Rani Mukerji,1
Guven Kirac,Meltem Cumbul,1
Guven Kirac,Sener Sen,1
Guven Kirac,Timucin Esen,1
Meltem Cumbul,Sener Sen,1
Meltem Cumbul,Timucin Esen,1
Sener Sen,Timucin Esen,1
Asli Tandogan,Ismail Hacioglu,1
Asli Tandogan,Kenan Imirzalioglu,1
Asli Tandogan,Sener Sen,1
Ismail Hacioglu,Kenan Imirzalioglu,1
Ismail Hacioglu,Sener Sen,1
Kenan Imirzalioglu,Sener Sen,1
Eduardo Blanco,Hector Alterio,1
Eduardo Blanco,Norma Aleandro,1
Eduardo Blanco,Ricardo Darin,1
Hector Alterio,Ricardo Darin,1
Norma Aleandro,Ricardo Darin,1
Deepak Dobriyal,Dishita Sehgal,1
Deepak Dobriyal,Saba Qamar,1
Dishita Sehgal,Irrfan Khan,1
Dishita Sehgal,Saba Qamar,1
Irrfan Khan,Saba Qamar,1
Amitabh Bachchan,Om Puri,1
Amitabh Bachchan,Preity G Zinta,1
Hrithik Roshan,Om Puri,1
Om Puri,Preity G Zinta,1
